
********************************************************************************

    Energy Levels and statistical weights for O2        

    Data is from the Opacity Project
    Maximum energy included = Ionization energy =>   285641.
    Data is from NIST
    Maximum energy included = Ionization energy =>   283271.
    Packed according to J states by pack.f
    Data from the Opacity Project rewritten with NIST energies
    66 energies from NIST included
    153 energies from the Opacity Project scaled by  0.9927: 
    Oscillator strengths scaled to conserve (g*f)/(h*nu)
    Split using NIST energy levels and REWRITE_OSC_V2
    Kurucz data used when available.

 Config           Statistical   Energy   Ionization  Frequency  Wavelength
                    Weight      (cm^-1)  Energy(eV)  (Hz 10^15) (Angstroms)
********************************************************************************

29-Sep-2000                                      !Date
296                                              !Number of energy levels
283270.9000                                      !Ionization energy
2.0                                              !Screened nuclear charge
6861                                             !Number of transitions

2s_2p4_4Pe[5/2]        -2s2_2p2(3Pe)5f_4Do         5.2761E-04  2.2400E+06     686.544       6- 138      393
2s_2p4_4Pe[3/2]        -2s2_2p2(3Pe)5f_4Do         5.2761E-04  1.4900E+06     687.314       7- 138      437
2s_2p4_4Pe[1/2]        -2s2_2p2(3Pe)5f_4Do         5.2761E-04  7.4414E+05     687.704       8- 138      475
2s2_2p2(3Pe)3s_4Pe[1/2]-2s2_2p2(3Pe)5f_4Do         1.3331E-04  5.7279E+04    1245.965      11- 138      611
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)5f_4Do         1.3331E-04  1.1426E+05    1247.602      12- 138      661
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)5f_4Do         1.3331E-04  1.7071E+05    1250.075      13- 138      708
2s2_2p2(3Pe)3d_4Fe[3/2]-2s2_2p2(3Pe)5f_4Do         3.9149E-04  6.1080E+04    2923.273      39- 138     1882
2s2_2p2(3Pe)3d_4Fe[5/2]-2s2_2p2(3Pe)5f_4Do         3.9149E-04  9.1331E+04    2927.893      40- 138     1924
2s2_2p2(3Pe)3d_4Fe[7/2]-2s2_2p2(3Pe)5f_4Do         3.9149E-04  1.2122E+05    2934.587      41- 138     1960
2s2_2p2(3Pe)3d_4Fe[9/2]-2s2_2p2(3Pe)5f_4Do         3.9149E-04  1.5062E+05    2943.425      42- 138     1991
2s2_2p2(3Pe)3d_4Pe[5/2]-2s2_2p2(3Pe)5f_4Do         1.6004E-01  3.4942E+07    3026.521      43- 138     2034
2s2_2p2(3Pe)3d_4Pe[3/2]-2s2_2p2(3Pe)5f_4Do         1.6004E-01  2.3192E+07    3033.245      46- 138     2164
2s2_2p2(3Pe)3d_4Pe[1/2]-2s2_2p2(3Pe)5f_4Do         1.6004E-01  1.1549E+07    3039.382      47- 138     2201
2s2_2p2(3Pe)3d_4De[1/2]-2s2_2p2(3Pe)5f_4Do         1.7709E-02  1.2695E+06    3049.502      48- 138     2235
2s2_2p2(3Pe)3d_4De[3/2]-2s2_2p2(3Pe)5f_4Do         1.7709E-02  2.5336E+06    3052.700      49- 138     2274
2s2_2p2(3Pe)3d_4De[5/2]-2s2_2p2(3Pe)5f_4Do         1.7709E-02  3.8001E+06    3052.847      50- 138     2312
2s2_2p2(3Pe)3d_4De[7/2]-2s2_2p2(3Pe)5f_4Do         1.7709E-02  5.0649E+06    3053.430      51- 138     2343
2s2_2p2(3Pe)4s_4Pe[1/2]-2s2_2p2(3Pe)5f_4Do         6.3236E-04  3.0447E+04    3720.995      58- 138     2636
2s2_2p2(3Pe)4s_4Pe[3/2]-2s2_2p2(3Pe)5f_4Do         6.3236E-04  6.0418E+04    3735.621      59- 138     2677
2s2_2p2(3Pe)4s_4Pe[5/2]-2s2_2p2(3Pe)5f_4Do         6.3236E-04  8.9537E+04    3758.276      60- 138     2712
2s2_2p2(3Pe)4d_4Fe[3/2]-2s2_2p2(3Pe)5f_4Do         1.3847E-03  2.2993E+04    8960.733      87- 138     3634
2s2_2p2(3Pe)4d_4Fe[5/2]-2s2_2p2(3Pe)5f_4Do         1.3847E-03  3.4177E+04    9001.729      88- 138     3666
2s2_2p2(3Pe)4d_4Fe[7/2]-2s2_2p2(3Pe)5f_4Do         1.3847E-03  4.4819E+04    9076.740      89- 138     3697
2s2_2p2(3Pe)4d_4Fe[9/2]-2s2_2p2(3Pe)5f_4Do         1.3847E-03  5.4912E+04    9168.138      90- 138     3727
2s2_2p2(3Pe)4d_4De[1/2]-2s2_2p2(3Pe)5f_4Do         8.2737E-02  6.2568E+05    9389.152      91- 138     3759
2s2_2p2(3Pe)4d_4De[3/2]-2s2_2p2(3Pe)5f_4Do         8.2737E-02  1.2432E+06    9419.842      92- 138     3788
2s2_2p2(3Pe)4d_4De[5/2]-2s2_2p2(3Pe)5f_4Do         8.2737E-02  1.8595E+06    9433.219      93- 138     3816
2s2_2p2(3Pe)4d_4De[7/2]-2s2_2p2(3Pe)5f_4Do         8.2737E-02  2.4220E+06    9544.269      95- 138     3863
2s2_2p2(3Pe)4d_4Pe[5/2]-2s2_2p2(3Pe)5f_4Do         7.6191E-01  1.6457E+07    9622.613      96- 138     3891
2s2_2p2(3Pe)4d_4Pe[3/2]-2s2_2p2(3Pe)5f_4Do         7.6191E-01  1.0892E+07    9657.378      97- 138     3920
2s2_2p2(3Pe)4d_4Pe[1/2]-2s2_2p2(3Pe)5f_4Do         7.6191E-01  5.4244E+06    9676.700      98- 138     3947
2s2_2p2(3Pe)5s_4Pe[1/2]-2s2_2p2(3Pe)5f_4Do         1.0834E-02  4.3951E+04   12819.295     112- 138     4353
2s2_2p2(3Pe)5s_4Pe[3/2]-2s2_2p2(3Pe)5f_4Do         1.0834E-02  8.5568E+04   12992.881     113- 138     4383
2s2_2p2(3Pe)5s_4Pe[5/2]-2s2_2p2(3Pe)5f_4Do         1.0834E-02  1.2290E+05   13277.925     114- 138     4410
2s2_2p2(3Pe)5d_4Fe     -2s2_2p2(3Pe)5f_4Do         6.5121E-04  2.5516E+02   1.543E+05     132- 138     4888
2s2_2p2(3Pe)5d_4De[5/2]-2s2_2p2(3Pe)5f_4Do         1.2460E-02  1.8726E+02   3.648E+05     134- 138     4941
2s2_2p2(3Pe)5d_4Pe[5/2]-2s2_2p2(3Pe)5f_4Do         1.9644E-02  1.5527E+01   1.591E+06     136- 138     4995
2s2_2p2(3Pe)5d_4Pe[3/2]-2s2_2p2(3Pe)5f_4Do         1.9644E-02  1.7918E+00   3.823E+06     137- 138     5016
2s_2p4_2De[5/2]        -2s2_2p2(3Pe)5f_2Do         2.3618E-06  9.3591E+03    1004.966       9- 139      513
2s_2p4_2De[3/2]        -2s2_2p2(3Pe)5f_2Do         2.3618E-06  6.2384E+03    1005.047      10- 139      563
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)5f_2Do         9.2796E-08  7.2648E+01    1305.384      14- 139      750
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)5f_2Do         9.2796E-08  1.4461E+02    1308.458      15- 139      803
2s2_2p2(1De)3s_2De[5/2]-2s2_2p2(3Pe)5f_2Do         9.4632E-08  1.2971E+02    1708.740      21- 139     1068
2s2_2p2(1De)3s_2De[3/2]-2s2_2p2(3Pe)5f_2Do         9.4632E-08  8.6471E+01    1708.770      22- 139     1118
2s_2p4_2Pe[3/2]        -2s2_2p2(3Pe)5f_2Do         1.9767E-02  1.4759E+07    1890.340      30- 139     1498
2s_2p4_2Pe[1/2]        -2s2_2p2(3Pe)5f_2Do         1.9767E-02  7.3327E+06    1896.378      31- 139     1541
2s2_2p2(3Pe)3d_2Fe[5/2]-2s2_2p2(3Pe)5f_2Do         3.9911E-04  1.7078E+05    3057.397      52- 139     2380
2s2_2p2(3Pe)3d_2Fe[7/2]-2s2_2p2(3Pe)5f_2Do         3.9911E-04  2.2544E+05    3072.707      53- 139     2423
2s2_2p2(3Pe)3d_2Pe[3/2]-2s2_2p2(3Pe)5f_2Do         1.3466E-01  3.6938E+07    3117.876      54- 139     2468
2s2_2p2(3Pe)3d_2Pe[1/2]-2s2_2p2(3Pe)5f_2Do         1.3466E-01  1.8338E+07    3129.007      55- 139     2506
2s2_2p2(3Pe)3d_2De[3/2]-2s2_2p2(3Pe)5f_2Do         1.6318E-02  4.2088E+06    3215.379      56- 139     2548
2s2_2p2(3Pe)3d_2De[5/2]-2s2_2p2(3Pe)5f_2Do         1.6318E-02  6.2921E+06    3220.749      57- 139     2592
2s2_2p2(3Pe)4s_2Pe[1/2]-2s2_2p2(3Pe)5f_2Do         1.9825E-03  1.6748E+05    3972.754      61- 139     2746
2s2_2p2(3Pe)4s_2Pe[3/2]-2s2_2p2(3Pe)5f_2Do         1.9825E-03  3.2999E+05    4002.552      62- 139     2788
2s2_2p2(1De)3d_2Fe[7/2]-2s2_2p2(3Pe)5f_2Do         5.0042E-05  5.4393E+03    7004.717      77- 139     3316
2s2_2p2(1De)3d_2Fe[5/2]-2s2_2p2(3Pe)5f_2Do         5.0042E-05  4.0780E+03    7005.993      78- 139     3353
2s2_2p2(1De)3d_2De[3/2]-2s2_2p2(3Pe)5f_2Do         9.2905E-05  3.8407E+03    8031.463      83- 139     3501
2s2_2p2(1De)3d_2De[5/2]-2s2_2p2(3Pe)5f_2Do         9.2905E-05  5.7592E+03    8032.806      84- 139     3535
2s2_2p2(1De)3d_2Pe[1/2]-2s2_2p2(3Pe)5f_2Do         8.4840E-02  1.5505E+06    8541.480      85- 139     3569
2s2_2p2(1De)3d_2Pe[3/2]-2s2_2p2(3Pe)5f_2Do         8.4840E-02  3.0997E+06    8543.239      86- 139     3601
2s2_2p2(3Pe)4d_2Pe[3/2]-2s2_2p2(3Pe)5f_2Do         6.8000E-01  1.9326E+07    9686.545      99- 139     3974
2s2_2p2(3Pe)4d_2Pe[1/2]-2s2_2p2(3Pe)5f_2Do         6.8000E-01  9.4610E+06    9789.316     100- 139     4006
2s2_2p2(3Pe)4d_2Fe[5/2]-2s2_2p2(3Pe)5f_2Do         1.7376E-03  7.2241E+04    9808.698     101- 139     4037
2s2_2p2(3Pe)4d_2Fe[7/2]-2s2_2p2(3Pe)5f_2Do         1.7376E-03  9.3246E+04    9969.098     102- 139     4074
2s2_2p2(3Pe)4d_2De[3/2]-2s2_2p2(3Pe)5f_2Do         1.0067E-01  2.5020E+06   10358.312     110- 139     4286
2s2_2p2(3Pe)4d_2De[5/2]-2s2_2p2(3Pe)5f_2Do         1.0067E-01  3.7106E+06   10417.331     111- 139     4318
2s2_2p2(3Pe)5s_2Pe[1/2]-2s2_2p2(3Pe)5f_2Do         3.1888E-02  2.1342E+05   14114.277     115- 139     4437
2s2_2p2(3Pe)5s_2Pe[3/2]-2s2_2p2(3Pe)5f_2Do         3.1888E-02  4.0366E+05   14514.039     116- 139     4472
2s2_2p2(1De)4s_2De[5/2]-2s2_2p2(3Pe)5f_2Do         7.7865E-05  1.2005E+03   16107.122     117- 139     4502
2s2_2p2(1De)4s_2De[3/2]-2s2_2p2(3Pe)5f_2Do         7.7865E-05  8.0021E+02   16108.316     118- 139     4535
2s2_2p2(3Pe)5d_2Pe     -2s2_2p2(3Pe)5f_2Do         1.3214E-01  5.6689E+03   3.053E+05     133- 139     4914
2s2_2p2(3Pe)5d_2Fe     -2s2_2p2(3Pe)5f_2Do         2.9790E-04  1.4548E+01   4.372E+05     135- 139     4962
2s2_2p2(3Pe)3d_4Fe[3/2]-2s2_2p2(3Pe)5f_4Go         1.5444E-01  1.3412E+07    2920.520      39- 140     1883
2s2_2p2(3Pe)3d_4Fe[5/2]-2s2_2p2(3Pe)5f_4Go         1.5444E-01  2.0054E+07    2925.131      40- 140     1925
2s2_2p2(3Pe)3d_4Fe[7/2]-2s2_2p2(3Pe)5f_4Go         1.5444E-01  2.6617E+07    2931.813      41- 140     1961
2s2_2p2(3Pe)3d_4Fe[9/2]-2s2_2p2(3Pe)5f_4Go         1.5444E-01  3.3072E+07    2940.633      42- 140     1992
2s2_2p2(3Pe)4d_4Fe[3/2]-2s2_2p2(3Pe)5f_4Go         6.0052E-01  5.5719E+06    8934.916      87- 140     3635
2s2_2p2(3Pe)4d_4Fe[5/2]-2s2_2p2(3Pe)5f_4Go         6.0052E-01  8.2822E+06    8975.675      88- 140     3667
2s2_2p2(3Pe)4d_4Fe[7/2]-2s2_2p2(3Pe)5f_4Go         6.0052E-01  1.0862E+07    9050.251      89- 140     3698
2s2_2p2(3Pe)4d_4Fe[9/2]-2s2_2p2(3Pe)5f_4Go         6.0052E-01  1.3309E+07    9141.113      90- 140     3728
2s2_2p2(3Pe)5d_4Fe     -2s2_2p2(3Pe)5f_4Go         2.6444E-01  6.3436E+04   1.470E+05     132- 140     4889
2s2_2p2(3Pe)3d_2Fe[5/2]-2s2_2p2(3Pe)5f_2Go         1.4787E-01  3.5240E+07    3053.540      52- 141     2381
2s2_2p2(3Pe)3d_2Fe[7/2]-2s2_2p2(3Pe)5f_2Go         1.4787E-01  4.6521E+07    3068.811      53- 141     2424
2s2_2p2(1De)3d_2Fe[7/2]-2s2_2p2(3Pe)5f_2Go         1.3839E-02  8.4053E+05    6984.504      77- 141     3317
2s2_2p2(1De)3d_2Fe[5/2]-2s2_2p2(3Pe)5f_2Go         1.3839E-02  6.3017E+05    6985.773      78- 141     3354
2s2_2p2(1De)3d_2Ge[9/2]-2s2_2p2(3Pe)5f_2Go         7.3907E-08  4.5769E+00    7733.396      79- 141     3388
2s2_2p2(1De)3d_2Ge[7/2]-2s2_2p2(3Pe)5f_2Go         7.3907E-08  3.6609E+00    7734.102      80- 141     3408
2s2_2p2(3Pe)4d_2Fe[5/2]-2s2_2p2(3Pe)5f_2Go         7.1347E-01  1.6613E+07    9769.109     101- 141     4038
2s2_2p2(3Pe)4d_2Fe[7/2]-2s2_2p2(3Pe)5f_2Go         7.1347E-01  2.1446E+07    9928.206     102- 141     4075
2s2_2p2(3Pe)5d_2Fe     -2s2_2p2(3Pe)5f_2Go         1.0290E-01  3.8912E+03   3.703E+05     135- 141     4963
2s2_2p2(3Pe)3p_4Do[1/2]-2s2_2p2(3Pe)5g_4Fe         6.1681E-06  1.0176E+03    1699.433      18- 142      904
2s2_2p2(3Pe)3p_4Do[3/2]-2s2_2p2(3Pe)5g_4Fe         6.1681E-06  2.0313E+03    1701.038      19- 142      962
2s2_2p2(3Pe)3p_4Do[5/2]-2s2_2p2(3Pe)5g_4Fe         6.1681E-06  3.0374E+03    1703.692      20- 142     1021
2s2_2p2(3Pe)3p_4Do[7/2]-2s2_2p2(3Pe)5g_4Fe         6.1681E-06  4.0327E+03    1707.316      23- 142     1167
2s2_2p2(3Pe)4p_4Do[1/2]-2s2_2p2(3Pe)5g_4Fe         1.6213E-06  3.0301E+01    5047.679      65- 142     2852
2s2_2p2(3Pe)4p_4Do[3/2]-2s2_2p2(3Pe)5g_4Fe         1.6213E-06  6.0306E+01    5060.027      66- 142     2902
2s2_2p2(3Pe)4p_4Do[5/2]-2s2_2p2(3Pe)5g_4Fe         1.6213E-06  8.9668E+01    5082.284      67- 142     2954
2s2_2p2(3Pe)4p_4Do[7/2]-2s2_2p2(3Pe)5g_4Fe         1.6213E-06  1.1803E+02    5115.067      68- 142     2998
2s2_2p2(3Pe)4f_4Do     -2s2_2p2(3Pe)5g_4Fe         1.3398E+00  6.5133E+07    9897.116     103- 142     4113
2s2_2p2(3Pe)4f_4Go     -2s2_2p2(3Pe)5g_4Fe         1.3180E-03  1.1386E+05    9960.693     105- 142     4183
2s2_2p2(3Pe)4f_4Fo     -2s2_2p2(3Pe)5g_4Fe         8.7788E-02  5.6736E+06   10156.421     108- 142     4230
2s2_2p2(3Pe)5p_4Do[1/2]-2s2_2p2(3Pe)5g_4Fe         2.2357E-04  2.3151E+02   21444.293     120- 142     4579
2s2_2p2(3Pe)5p_4Do[3/2]-2s2_2p2(3Pe)5g_4Fe         2.2357E-04  4.5379E+02   21661.091     121- 142     4611
2s2_2p2(3Pe)5p_4Do[5/2]-2s2_2p2(3Pe)5g_4Fe         2.2357E-04  6.5573E+02   22069.505     122- 142     4644
2s2_2p2(3Pe)5p_4Do[7/2]-2s2_2p2(3Pe)5g_4Fe         2.2357E-04  8.2239E+02   22755.500     123- 142     4675
2s2_2p2(3Pe)5f_4Do     -2s2_2p2(3Pe)5g_4Fe         1.8486E-02  5.5785E+01   1.256E+06     138- 142     5037
2s2_2p2(3Pe)5f_4Go     -2s2_2p2(3Pe)5g_4Fe         3.3301E-06  6.4025E-03   2.111E+06     140- 142     5098
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)5g_2Fe         4.4347E-05  7.2271E+05     418.825       2- 143      128
2s2_2p3_2Do[3/2]       -2s2_2p2(3Pe)5g_2Fe         4.4347E-05  4.8173E+05     418.860       3- 143      220
2s2_2p2(3Pe)3p_2Do[3/2]-2s2_2p2(3Pe)5g_2Fe         2.7367E-05  1.5238E+04    1850.077      27- 143     1348
2s2_2p2(3Pe)3p_2Do[5/2]-2s2_2p2(3Pe)5g_2Fe         2.7367E-05  2.2696E+04    1856.624      28- 143     1409
2s2_2p2(1De)3p_2Fo[5/2]-2s2_2p2(3Pe)5g_2Fe         9.3333E-07  3.6231E+02    2712.893      34- 143     1675
2s2_2p2(1De)3p_2Fo[7/2]-2s2_2p2(3Pe)5g_2Fe         9.3333E-07  4.8246E+02    2714.633      35- 143     1714
2s2_2p2(1De)3p_2Do[5/2]-2s2_2p2(3Pe)5g_2Fe         9.0588E-06  3.2869E+03    2806.044      36- 143     1763
2s2_2p2(1De)3p_2Do[3/2]-2s2_2p2(3Pe)5g_2Fe         9.0588E-06  2.1887E+03    2807.728      37- 143     1819
2s2_2p2(3Pe)4p_2Do[3/2]-2s2_2p2(3Pe)5g_2Fe         3.1761E-05  1.8672E+03    5691.981      73- 143     3148
2s2_2p2(3Pe)4p_2Do[5/2]-2s2_2p2(3Pe)5g_2Fe         3.1761E-05  2.7449E+03    5749.732      74- 143     3200
2s2_2p2(3Pe)4f_2Do     -2s2_2p2(3Pe)5g_2Fe         1.3398E+00  6.5120E+07    9898.104     104- 143     4150
2s2_2p2(3Pe)4f_2Go     -2s2_2p2(3Pe)5g_2Fe         1.1473E-03  9.8898E+04    9971.703     106- 143     4200
2s2_2p2(3Pe)4f_2Fo     -2s2_2p2(3Pe)5g_2Fe         8.8507E-02  5.7048E+06   10169.952     109- 143     4256
2s2_2p2(3Pe)5p_2Do[3/2]-2s2_2p2(3Pe)5g_2Fe         2.4603E-03  7.0412E+03   25798.194     128- 143     4778
2s2_2p2(3Pe)5p_2Do[5/2]-2s2_2p2(3Pe)5g_2Fe         2.4603E-03  9.6492E+03   26990.528     129- 143     4812
2s2_2p2(3Pe)5f_2Do     -2s2_2p2(3Pe)5g_2Fe         1.8032E-02  5.4415E+01   1.256E+06     139- 143     5066
2s2_2p2(3Pe)5f_2Go     -2s2_2p2(3Pe)5g_2Fe         1.4664E-06  1.8429E-03   2.612E+06     141- 143     5114
2s2_2p2(3Pe)4f_4Go     -2s2_2p2(3Pe)5g_4Ge         6.3242E-02  4.2802E+06    9924.832     105- 144     4184
2s2_2p2(3Pe)4f_4Fo     -2s2_2p2(3Pe)5g_4Ge         1.2737E+00  6.4497E+07   10119.139     108- 144     4231
2s2_2p2(3Pe)5f_4Go     -2s2_2p2(3Pe)5g_4Ge         9.1785E-04  4.2803E+00   1.196E+06     140- 144     5099
2s2_2p2(1De)3p_2Fo[5/2]-2s2_2p2(3Pe)5g_2Ge         2.4281E-07  7.3455E+01    2710.226      34- 145     1676
2s2_2p2(1De)3p_2Fo[7/2]-2s2_2p2(3Pe)5g_2Ge         2.4281E-07  9.7814E+01    2711.962      35- 145     1715
2s2_2p2(3Pe)4f_2Go     -2s2_2p2(3Pe)5g_2Ge         6.3242E-02  4.2708E+06    9935.762     106- 145     4201
2s2_2p2(3Pe)4f_2Fo     -2s2_2p2(3Pe)5g_2Ge         1.2737E+00  6.4326E+07   10132.570     109- 145     4257
2s2_2p2(3Pe)5f_2Go     -2s2_2p2(3Pe)5g_2Ge         8.2271E-04  3.0496E+00   1.341E+06     141- 145     5115
2s2_2p2(3Pe)3d_4Fe[3/2]-2s2_2p2(3Pe)5f_4Fo         1.3613E-02  1.5291E+06    2911.779      39- 146     1884
2s2_2p2(3Pe)3d_4Fe[5/2]-2s2_2p2(3Pe)5f_4Fo         1.3613E-02  2.2864E+06    2916.363      40- 146     1926
2s2_2p2(3Pe)3d_4Fe[7/2]-2s2_2p2(3Pe)5f_4Fo         1.3613E-02  3.0347E+06    2923.004      41- 146     1962
2s2_2p2(3Pe)3d_4Fe[9/2]-2s2_2p2(3Pe)5f_4Fo         1.3613E-02  3.7707E+06    2931.772      42- 146     1993
2s2_2p2(3Pe)3d_4De[1/2]-2s2_2p2(3Pe)5f_4Fo         1.4741E-01  7.6103E+06    3036.996      48- 146     2236
2s2_2p2(3Pe)3d_4De[3/2]-2s2_2p2(3Pe)5f_4Fo         1.4741E-01  1.5189E+07    3040.167      49- 146     2275
2s2_2p2(3Pe)3d_4De[5/2]-2s2_2p2(3Pe)5f_4Fo         1.4741E-01  2.2781E+07    3040.313      50- 146     2313
2s2_2p2(3Pe)3d_4De[7/2]-2s2_2p2(3Pe)5f_4Fo         1.4741E-01  3.0363E+07    3040.892      51- 146     2344
2s2_2p2(3Pe)4d_4Fe[3/2]-2s2_2p2(3Pe)5f_4Fo         4.9110E-02  5.9667E+05    8853.608      87- 146     3636
2s2_2p2(3Pe)4d_4Fe[5/2]-2s2_2p2(3Pe)5f_4Fo         4.9110E-02  8.8697E+05    8893.627      88- 146     3668
2s2_2p2(3Pe)4d_4Fe[7/2]-2s2_2p2(3Pe)5f_4Fo         4.9110E-02  1.1634E+06    8966.840      89- 146     3699
2s2_2p2(3Pe)4d_4Fe[9/2]-2s2_2p2(3Pe)5f_4Fo         4.9110E-02  1.4257E+06    9056.027      90- 146     3729
2s2_2p2(3Pe)4d_4De[1/2]-2s2_2p2(3Pe)5f_4Fo         6.1941E-01  3.4312E+06    9271.605      91- 146     3760
2s2_2p2(3Pe)4d_4De[3/2]-2s2_2p2(3Pe)5f_4Fo         6.1941E-01  6.8183E+06    9301.530      92- 146     3789
2s2_2p2(3Pe)4d_4De[5/2]-2s2_2p2(3Pe)5f_4Fo         6.1941E-01  1.0199E+07    9314.573      93- 146     3817
2s2_2p2(3Pe)4d_4De[7/2]-2s2_2p2(3Pe)5f_4Fo         6.1941E-01  1.3288E+07    9422.832      95- 146     3864
2s2_2p2(3Pe)5d_4Fe     -2s2_2p2(3Pe)5f_4Fo         2.6948E-02  1.1013E+04   1.277E+05     132- 146     4890
2s2_2p2(3Pe)5d_4De[5/2]-2s2_2p2(3Pe)5f_4Fo         1.5522E-01  3.7121E+03   2.444E+05     134- 146     4942
2s2_2p2(3Pe)5g_4Fe     -2s2_2p2(3Pe)5f_4Fo         7.6634E-04  1.5693E+00   1.804E+06     142- 146     5132
2s2_2p2(3Pe)5g_4Ge     -2s2_2p2(3Pe)5f_4Fo         3.1621E-03  9.9355E-01   5.223E+06     144- 146     5187
2s_2p4_2De[5/2]        -2s2_2p2(3Pe)5f_2Fo         2.4214E-05  6.8738E+04    1003.503       9- 147      514
2s_2p4_2De[3/2]        -2s2_2p2(3Pe)5f_2Fo         2.4214E-05  4.5818E+04    1003.584      10- 147      564
2s2_2p2(1De)3s_2De[5/2]-2s2_2p2(3Pe)5f_2Fo         2.4382E-07  2.3990E+02    1704.514      21- 147     1069
2s2_2p2(1De)3s_2De[3/2]-2s2_2p2(3Pe)5f_2Fo         2.4382E-07  1.5993E+02    1704.545      22- 147     1119
2s2_2p2(3Pe)3d_2Fe[5/2]-2s2_2p2(3Pe)5f_2Fo         1.3065E-02  4.0287E+06    3043.892      52- 147     2382
2s2_2p2(3Pe)3d_2Fe[7/2]-2s2_2p2(3Pe)5f_2Fo         1.3065E-02  5.3184E+06    3059.067      53- 147     2425
2s2_2p2(3Pe)3d_2De[3/2]-2s2_2p2(3Pe)5f_2Fo         1.3800E-01  2.5661E+07    3200.446      56- 147     2549
2s2_2p2(3Pe)3d_2De[5/2]-2s2_2p2(3Pe)5f_2Fo         1.3800E-01  3.8364E+07    3205.766      57- 147     2593
2s2_2p2(1De)3d_2Fe[7/2]-2s2_2p2(3Pe)5f_2Fo         8.0117E-04  6.3473E+04    6934.235      77- 147     3318
2s2_2p2(1De)3d_2Fe[5/2]-2s2_2p2(3Pe)5f_2Fo         8.0117E-04  4.7588E+04    6935.486      78- 147     3355
2s2_2p2(1De)3d_2Ge[9/2]-2s2_2p2(3Pe)5f_2Fo         6.5300E-05  5.2831E+03    7671.818      79- 147     3389
2s2_2p2(1De)3d_2Ge[7/2]-2s2_2p2(3Pe)5f_2Fo         6.5300E-05  4.2257E+03    7672.512      80- 147     3409
2s2_2p2(1De)3d_2De[3/2]-2s2_2p2(3Pe)5f_2Fo         2.9742E-04  8.9883E+03    7938.941      83- 147     3502
2s2_2p2(1De)3d_2De[5/2]-2s2_2p2(3Pe)5f_2Fo         2.9742E-04  1.3478E+04    7940.253      84- 147     3536
2s2_2p2(3Pe)4d_2Fe[5/2]-2s2_2p2(3Pe)5f_2Fo         5.9419E-02  1.8151E+06    9671.050     101- 147     4039
2s2_2p2(3Pe)4d_2Fe[7/2]-2s2_2p2(3Pe)5f_2Fo         5.9419E-02  2.3440E+06    9826.944     102- 147     4076
2s2_2p2(3Pe)4d_2De[3/2]-2s2_2p2(3Pe)5f_2Fo         7.6510E-01  1.3994E+07   10204.926     110- 147     4287
2s2_2p2(3Pe)4d_2De[5/2]-2s2_2p2(3Pe)5f_2Fo         7.6510E-01  2.0757E+07   10262.206     111- 147     4319
2s2_2p2(1De)4s_2De[5/2]-2s2_2p2(3Pe)5f_2Fo         5.0957E-04  5.8771E+03   15739.258     117- 147     4503
2s2_2p2(1De)4s_2De[3/2]-2s2_2p2(3Pe)5f_2Fo         5.0957E-04  3.9175E+03   15740.398     118- 147     4536
2s2_2p2(3Pe)5d_2Fe     -2s2_2p2(3Pe)5f_2Fo         1.2521E-02  1.1666E+03   2.675E+05     135- 147     4964
2s2_2p2(3Pe)5g_2Fe     -2s2_2p2(3Pe)5f_2Fo         9.7862E-04  2.7989E+00   1.527E+06     143- 147     5156
2s2_2p2(3Pe)5g_2Ge     -2s2_2p2(3Pe)5f_2Fo         4.7571E-03  3.4821E+00   3.422E+06     145- 147     5201
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)5d_2De[5/2]    9.2884E-03  2.9193E+08     376.145       1- 148       62
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)5d_2De[5/2]    1.5554E-03  5.9285E+07     418.332       2- 148      129
2s2_2p3_2Do[3/2]       -2s2_2p2(3Pe)5d_2De[5/2]    2.3331E-03  5.9276E+07     418.367       3- 148      221
2s2_2p3_2Po[3/2]       -2s2_2p2(3Pe)5d_2De[5/2]    9.5047E-03  2.1471E+08     443.681       4- 148      300
2s2_2p2(3Pe)3p_4Do[3/2]-2s2_2p2(3Pe)5d_2De[5/2]    3.3724E-05  5.2325E+04    1692.938      19- 148      963
2s2_2p2(3Pe)3p_4Do[5/2]-2s2_2p2(3Pe)5d_2De[5/2]    4.1865E-05  9.7132E+04    1695.567      20- 148     1022
2s2_2p2(3Pe)3p_4Do[7/2]-2s2_2p2(3Pe)5d_2De[5/2]    7.0293E-06  2.1653E+04    1699.157      23- 148     1168
2s2_2p2(3Pe)3p_4Po[3/2]-2s2_2p2(3Pe)5d_2De[5/2]    6.2797E-05  9.2207E+04    1740.252      25- 148     1257
2s2_2p2(3Pe)3p_4Po[5/2]-2s2_2p2(3Pe)5d_2De[5/2]    1.5554E-04  3.4149E+05    1743.041      26- 148     1298
2s2_2p2(3Pe)3p_2Do[3/2]-2s2_2p2(3Pe)5d_2De[5/2]    4.8746E-05  6.3991E+04    1840.499      27- 148     1349
